mutant_id,program,operator,before,after,label
3ba7701873a3d5bb82442bc1a5801bb2bf0f1321,ArrayUtils.java,ROD,if (objectToFind == null) {,if (false) {,0
3bb216662f05a34fca50d46c315641e782ea7ba4,Replace.c,ABSI,"junk = addstr(escjunk, pat, &j, MAXPAT);","junk = addstr(escjunk, pat, abs(&j), MAXPAT);",1
3bd85a788daeba17b59e2f881d610329debffb80,QuickSort.java,AOIS,"swap( data, upper, first );","swap( data, upper++, first );",0
3bdb95d8059972d6e461ddcaeedbd6e9e5d70622,Replace.c,ROR,return (makeres > 0);,return (makeres != 0);,1
3be6f09fa6f341f2cbb90ef22ca79720f4adfa8c,ArrayUtils.java,CR,startIndexInclusive = 0;,startIndexInclusive = 1;,0
3c0bc7834e607bbf4e85f66c5545f3378639ed51,ArrayUtils.java,AOIU,if (newSize <= 0) {,if (newSize <= -1) {,1
3c0eefb933be91cdabee62f14d801db13e8ce7fa,ArrayUtils.java,ROR,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i == 0; i--) {,0
3c1667e7bfb2d696279c01218e26d81a406fdb8a,Profit.c,ROR,else if(i<=1000000),else if(i<1000000),1
3c27dd89e65177aa8e29a67f5aae5cb075d5a5b7,Triangle.java,AOIS,if (a <= 0 || b <= 0 || c <= 0) {,if (a <= 0 || ++b <= 0 || c <= 0) {,0
3c3ebd341e6d9694b33f276b0964118c11220c0e,ArrayUtils.java,AORB,int newSize = endIndexExclusive - startIndexInclusive;,int newSize = endIndexExclusive % startIndexInclusive;,0
3c43dadc84789938aaf9aaec88653bf87f090a61,Defroster.c,AORB,if (( We1_BA_DEF_ev_ctr2 ) - ( We1_BA_DEF_ev_ctr3 ) - ( We1_BA_DEF_ev_ctr5 ) == 1024),if (( We1_BA_DEF_ev_ctr2 ) - ( We1_BA_DEF_ev_ctr3 ) + ( We1_BA_DEF_ev_ctr5 ) == 1024),1
3c52374b9ea269f1bfdff4e2483f73d3bee12070,Vector3D.java,AORB,"return new Vector3D(-inverse * z, 0, inverse * x);","return new Vector3D(-inverse - z, 0, inverse * x);",0
3c5e1a260a4351feb3b60f887834972836c808aa,Replace.c,ABSI,"junk = addstr(BOL, pat, &j, MAXPAT);","junk = addstr(BOL, abs(pat), &j, MAXPAT);",1
3c73afb3b4de92b13adb785af65491949282835b,QuickSort.java,AOIS,"swap( data, first, (first + last) / 2 );","swap( data, first, (first + ++last) / 2 );",0
3cb64c7aba1387d96bf347cc76a359b0543069ae,QuickSort.java,AOIS,while (lower <= upper) {,while (lower <= upper++) {,0
3cbdd75767e6cb2fc732d8c89a93e97db52ea17b,Defroster.c,AOIS,if ( ! ( We1_BA_DEF == We1_BA_DEF_ev )),if ( ! ( We1_BA_DEF == ++We1_BA_DEF_ev )),1
3cce3b55bad2c1b7c05f64f291139aed10a09840,QuickSort.java,AORB,"swap( data, first, (first + last) / 2 );","swap( data, first, (first - last) / 2 );",0
3cd21562b817d3ea5a4de50c810ac320801c8ce3,Replace.c,,"makeres = makepat(arg, 0, ENDSTR, pat);","makeres = makepat(abs(arg), 0, ENDSTR, pat);",1
3ce501ca52b210d15f9d0720a1ade211a49da403,Space.c,ABSI,"if (GetUName(groupname, curr_ptr) != 0) {","if (GetUName(groupname, abs(curr_ptr)) != 0) {",1
3cfd7df02c6c3c97cc23343eea3aedae6a47f117,Bisect.java,AOIS,x = (m + x) / 2;,x = (m++ + x) / 2;,0
3cfe1c5e98bd72f162d7beb99478a62918b673db,Triangle.java,ROR,if (a <= 0 || b <= 0 || c <= 0) {,if (a == 0 || b <= 0 || c <= 0) {,0
3d20ea210959203a458545cc380eac31202fe088,Triangle.java,AOIS,if (a == b) {,if (a == b--) {,0
3d2b7920d8100b2e8e2afeabe78f6676579636ca,Simulator.java,AORB,nAifsd = sifs + aifs2 * slot;,nAifsd = sifs + aifs2 % slot;,0
3d3f59c5fc5ef0b541a0d8453655e3c6f6246dec,Triangle.c,ABSI,a=b;,a=abs(b);,1
3d5716298d558e9be54263f201f075403d2c8d86,Replace.c,ABSI,"k = amatch(lin, i, pat, j + patsize(pat, j));","k = amatch(lin, i, pat, j + patsize(pat, abs(j)));",1
3d76d95c61c511ab1bfb2a2f0c36c3a034eb9ee7,Space.c,ABSI,p->info = c;,p->info = abs(c);,1
3d7b1a0475600a0b6e713131c0a50e257632f1fc,Defroster.java,AOIS,if ( ControlElement_DEF > 0),if ( ControlElement_DEF-- > 0),1
3d8346db89394eec52f4e71b199de0b9078718ce,Triangle.java,LOI,return ISOSCELES;,return ~ISOSCELES;,0
3d8db8c7c4c05f4479cdc2960ce12fd2b350b5c3,WordUtils.java,AORB,while (inputLineLength - offset > wrapLength) {,while (inputLineLength / offset > wrapLength) {,0
3d9add6b8bb29ef1d75e32c5aa621f6920bb347d,ArrayUtils.java,ROR,} else if (startIndex >= array.length) {,} else if (startIndex > array.length) {,0
3d9d317c025afdad3e1dc4b97f35d7a70697d901,Triangle.c,AOIS,b=c;,b=++c;,0
3da62fd25757c37070a03bac00789cfa620c9483,Schedule.c,AOIS,return (d_list);,return d_list++;,1
3db61cbe393f8be535628de46690c1dcc1c82dc9,Triangle.java,AORB,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || true || b + c < a) {,0
3db6a4e7eae09d199566ba97057e150460d7f54f,Defroster.c,AORB,if (( We1_BA_DEF_ev_ctr2 ) - ( We1_BA_DEF_ev_ctr3 ) - ( We1_BA_DEF_ev_ctr5 ) == 1024),if (( We1_BA_DEF_ev_ctr2 ) * ( We1_BA_DEF_ev_ctr3 ) - ( We1_BA_DEF_ev_ctr5 ) == 1024),1
3db9d5388bf0414fd4efd74dbde4b56dc91022ae,Triangle.java,ROR,if (trian == 1 && a + b > c) {,if (trian <= 1 && a + b > c) {,0
3de36740713249151cb9d42cafae2b8ef9a17537,Schedule.c,AOIS,proc->priority = prio;,proc->priority = prio--;,1
3de54c656dca4e2b9b0d2c047669c505c476b7b4,QuickSort.java,ADL,lower++;,,0
3deeb59fbae421800d22aac3f7664979b510e27c,QuickSort.java,AORB,if (upper + 1 < last) {,if (upper - 1 < last) {,0
3df5555aab03d15977fb1068adbc42bba395202d,Profit.c,AORB,bonus=bonus6+(i-600000)*0.015;,bonus=bonus6+(i%600000)*0.015;,1
3df85c04a910152a3331a8dec7e175633d6b4632,XmlFriendlyNameCoder.java,FCDL,result.append('_');,;,0
3e2f610312dedc23349a4172268a45198718f81a,ArrayUtils.java,FCDL,"System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);",;,0
3e318813e7f63b43bf621846a273be393508e8fd,Space.c,ROR,while (((isalnum(ch)) || (ch == '_')) && (i < KWDSLEN) && ((*curr_ptr) != NULL)) {,while (((isalnum(ch)) || (ch == '_')) && (i <= KWDSLEN) && ((*curr_ptr) != NULL)) {,1
3e67746f15872078393cfebbcad78b32cd4c7f42,QuickSort.java,LOI,"swap( data, data.length - 1, max );","swap( data, data.length - 1, ~max );",0
3e960ba470018b1d77e666b5a7196b9ca2c819ab,Defroster.java,AOIS,if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0++ >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),1
3e9e960898cebda9020afb1c1e93a9bda226c2cb,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length % 1;,0
3ea9159ec4fc9a7b7c94980de83af5e9c8abd46d,Defroster.c,ROR,if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 > 1024),1
3eb7c20723a469a2e8162daadaa976ac523f22f0,Simulator.java,AORB,nAifsd = sifs + aifs0 * slot;,nAifsd = sifs / (aifs0 * slot);,0
3ee61c24e92e17349514e6fa4237dea125e4249c,QuickSort.java,AOIS,while (bound < data[upper]) {,while (--bound < data[upper]) {,0
3ee902f92eaf7534f69d090c3e5b6eeb6148eadf,ArrayUtils.java,CDL,if (startIndexInclusive < 0) {,if (false) {,0
3efc9d31ad426c97e559474def61be48506837fe,ArrayUtils.java,ROR,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i == 0; i--) {,0
3f1388d201b76cf7c2fc50a755c8e39e3fa76d10,ArrayUtils.java,ROD,if (endIndexExclusive > array.length) {,if (false) {,0
3f27d49d619658cf10010148307a7b3103fa6456,Bisect.java,AOIS,x = (M + x) / 2;,x = (M++ + x) / 2;,1
3f4839ac32ed876a21de031709062ac1eddb12ac,Hashmap.c,ROR,if (curr[i].in_use == 0),if (curr[i].in_use <= 0),1
3f5842ca3b0d22c22fd274164c976978f686413f,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length + 1;,0
3f58d286423fa0cd974860b53acfea8449bddb61,Defroster.c,AOIS,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0++ >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),1
3f7249213a440912a4744cbaa3ff299d8f0fe63f,Replace.c,ABSI,jt = jp + CLOSIZE;,jt = jp + abs(CLOSIZE);,1
3f78c9466f06b99403e7cac7d768f526af7b7a7b,QuickSort.java,AOIS,"quicksort( data, first, upper - 1 );","quicksort( data, first, --upper - 1 );",0
3f810ace1ca5f85ccc5cad3e2fc50943e8509035,Hashmap.c,ROR,if(m->size >= (m->table_size/2)) return MAP_FULL;,if(m->size > (m->table_size/2)) return MAP_FULL;,1
3fbee765fe384529a2e18642dbc0c9b00900cc23,Mid.java,ROR,if (c < b) {,if (c <= b) {,1
3fc07c2e475baf8310ca69f770c0fdc5d2e7d3ee,Replace.c,ABSI,"makeres = makepat(arg, 0, ENDSTR, pat);","makeres = makepat(arg, 0, ENDSTR, abs(pat));",1
3fc5d5a8c4895a4564659b9995fc8681bd9a741e,ArrayUtils.java,ROR,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i == 0; i--) {,0
3fd96ef4a060ad792fd4a5dee8fc59d624d13a48,Carsimulator.c,AOIS,return brakepedal;,return brakepedal--;,1
400257e1fb9343e4c2fd97819ca3ea3d0ccb46ed,QuickSort.java,AORB,"quicksort( data, 0, data.length - 2 );","quicksort( data, 0, data.length + 2 );",0
4019b2c73c93210a23ed4697661c8a34807a034f,Replace.c,ABSI,"getres = getccl(arg, &i, pat, &j);","getres = getccl(arg, &i, pat, abs(&j));",1
4024ccdb53fba66373252cc00a6c433eedc58d95,Make.c,ROR,if (filename == 0 || _USE_LFN),if (filename <= 0 || _USE_LFN),1
40549a5c3293cca162f56addd6df9100466b23eb,Triangle.java,AOIU,if (trian == 2 && a + c > b) {,if (trian == -2 && a + c > b) {,0
40940af51dfd8fbe09576ed242ef89153f62dff3,ArrayUtils.java,ROD,if (endIndexExclusive > array.length) {,if (false) {,0
40976a6eee6969c16b1e12ad03c7ab1f1579fd4a,Triangle.java,,if (a <= 0 || b <= 0 || c <= 0) {,if (a <= 1 || b <= 1 || c <= 1) {,0
40a089ec08a379abcc47f60f0d74de87cff97ad0,WordUtils.java,AORB,"wrappedLine.append(str.substring(offset, wrapLength + offset));","wrappedLine.append(str.substring(offset, wrapLength - offset));",0
40b269e52dd86278f55353071c3e14b0422bb822,Defroster.c,AORB,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 - ( We1_BA_DEF_ev_ctr3 - 1000);,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 * ( We1_BA_DEF_ev_ctr3 - 1000);,1
40c15ff8cfced2205fe36d9e0567dd02d0ef9818,Replace.c,AOIS,return result;,return result--;,1
40c29193449198a990bfa54523958434897a6b42,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length % 1;,0
41116c2c4059143ded47ddeccf704df0a9e9af1e,ArrayUtils.java,VDL,if (objectToFind.equals(array[i])) {,if (true) {,0
411960b835d3c09cf1dec772a7ded906b08d8191,Vector3D.java,AORB,double inverse  = 1 / Math.sqrt(x * x + z * z);,double inverse  = 1 / Math.sqrt(x - x + z * z);,0
4121d5d0aad34a5da0770e469e84092d3e97a6b4,Carsimulator.c,AOIS,fspeed = fspeed+((throttle - fspeed/airResistance - 2*brakepedal))/ticksPerSecond;,fspeed = fspeed+((throttle - ++fspeed/airResistance - 2*brakepedal))/ticksPerSecond;,0
412b2802bc1538a365980894011cf9e143aeadb3,Defroster.c,AORB,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 - ( We1_BA_DEF_ev_ctr3 - 1000);,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 % ( We1_BA_DEF_ev_ctr3 - 1000);,1
4133078660d519a2be5dace8de3b5b5eb1df5d65,Carsimulator.c,AOIS,return throttle;,return throttle++;,1
415da2cd1cea78ceb7c36992529e36e02c847bd9,Make.c,AOIU,"*memname_p = savestring (p + 1, end - (p + 1));","*memname_p = savestring (p-- + 1, end - (p + 1));",1
416188636903687c63f62559ce22914ee6060bd1,Triangle.java,ROR,if (trian == 1 && a + b > c) {,if (trian >= 1 && a + b > c) {,0
416fa9530f62fe08620479b8c6e71380380d8761,Bisect.java,ROR,if (diff < 0) {,if (diff <= 0) {,0
417558f1fea30a946ae18ce210581f0231514d85,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length * 1;,0
417bd0039c84a6922827e3dfbff600da6a0647fc,Make.c,ABSI,"*arname_p = savestring (name, p - name);","*arname_p = savestring (name, p - abs(name));",1
41874bd86adcb9648e949fba832b9f5eaec0ad8e,ArrayUtils.java,ROR,if (startIndexInclusive < 0) {,if (startIndexInclusive != 0) {,0
418876a04782dcaa3fba76d179bada2278f36f90,Replace.c,AOIS,"junk = addstr(DASH, dest, j, maxset);","junk = addstr(DASH, dest, j, maxset--);",1
419474313133a86976cedcac45cdb392b3dc8420,Triangle.java,AORB,trian = trian + 1;,trian = trian % 1;,0
41acd1dff1553ff34f9fcad238fd23f12b64d429,Bisect.java,AOIS,x = (m + x) / 2;,x = (m + x--) / 2;,1
41b6f0a592fa624b42390a2f71e604ea8f09727e,ArrayUtils.java,AOIU,startIndex = array.length - 1;,startIndex = array.length - -1;,0
41ee974930e3309857f8b5cb0aa2bdad6d21791b,Triangle.java,AOIS,if (trian == 2 && a + c > b) {,if (trian == 2 && a + c-- > b) {,0
41f4c30684f1e59ad3346dd87c4552f91210cafc,Insert.java,AOIS,mytemp2 = a[j];,mytemp2 = a[j]--;,1
41fdad215ec6bd9266b39f312b60e581e1caf09d,Bisect.java,ADL,M = x;,,0
4215cb012d06791aa623b11048237843b87b689f,WordUtils.java,AOIU,if (spaceToWrapAt >= 0) {,if (spaceToWrapAt >= -1) {,0
421c3fa34b915ae94848cb3791145b9abd148caa,Triangle.java,ROR,if (a + b < c || a + c < b || b + c < a) {,if (a + b <= c || a + c < b || b + c < a) {,0
421ddf236729223cb2700d88c97843fe54b0ba74,Replace.c,ABSI,"junk = addstr(DITTO, sub, &j, MAXPAT);","junk = addstr(DITTO, sub, abs(&j), MAXPAT);",1
425462e5e2735e6ea6b0e422e41dd97765c962a9,Flex.c,ROR,if ( i != 1 ),if ( i > 1 ),1
4299ea6a6dc12962f56ad2c58733188e41ac6e16,Defroster.java,AOIS,if ( request > 0 && ( error_e == 0)),if ( request-- > 0 && ( error_e == 0)),1
42bc21cc3a8d9aba1801b9d5321cfabf0b8de9ee,QuickSort.java,ROR,if (first < upper - 1) {,if (first != upper - 1) {,0
42da4ed7e83e25e670ddabd67b5fe8c60756718e,Triangle.java,ROR,if (a <= 0 || b <= 0 || c <= 0) {,if (a != 0 || b <= 0 || c <= 0) {,0
42fbf9430a08ed6df76ba12992293bf332ee1fb0,Bisect.java,AOIU,return r;,return -r;,0
431ed77a8cf3f1bbcef941b58e5b34bb84db8af1,Bisect.java,AOIS,while (Math.abs(diff) > mEpsilon) {,while (Math.abs( diff++ ) > mEpsilon) {,0
432e1b5585b0a639d2b2495c09f7e53121d7ed92,QuickSort.java,WLDL,"while (lower <= upper) { while (bound > data[lower]) { lower++; } while (bound < data[upper]) { upper--; } if (lower < upper) { swap( data, lower++, upper-- ); } else { lower++; } }",,0
433feae3ff475c2773f769b38571908251e29a06,Triangle.java,AOIS,if (trian == 1 && a + b > c) {,if (++trian == 1 && a + b > c) {,0
43703f214e1b5886591094c115d49b790b91e79a,Schedule.c,ABSI,"proc = find_nth(src_queue, n);","proc = find_nth(abs(src_queue), n);",1
43939a275100135c0cdcf23db0c48f09c8aa31cd,WordUtils.java,ROR,if (spaceToWrapAt >= 0) {,if (spaceToWrapAt == 0) {,0
43950b666a753b61e91044a1e6252ba677fd8adb,ArrayUtils.java,AOIU,startIndex = array.length - 1;,startIndex = array.length - -1;,0
43bb5e102001b10c3ac8c9d3da9a3caa31a95b06,QuickSort.java,AORB,"swap( data, first, (first + last) / 2 );","swap( data, first, (first % last) / 2 );",0
43dabd4563e5159949666fb64f7a9b33f58a34bf,Triangle.java,,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c != a + c < b || b + c < a) {,0
43e52b862ecfc3e1718142214e4539bc943fe504,ArrayUtils.java,ROR,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i == 0; i--) {,0
4421c59a168eabece7933bc0efaa39cc3d12b593,Make.c,SEOR,if (memname_p != 0),if (memname_p > 0),1
4429a91f11085e17627632c93860378204a73229,Prime_number.c,AOIS,"printf(""\nThe total is %d"",h);","printf(""\nThe total is %d"",h++);",1
44457796f7986ac3f6900cf7be13351eb1e69be9,ArrayUtils.java,ROR,} else if (startIndex >= array.length) {,} else if (startIndex == array.length) {,0
448965dcb832744abcfee51fcdacc68bd366e0bd,XmlFriendlyNameCoder.java,ROR,} else if (c == escapeReplacementFirstChar,} else if (c >= escapeReplacementFirstChar,1
449fa00b9d0aa4f544bcecda9e2950505f61c660,QuickSort.java,AOIS,int lower = first + 1;,int lower = ++first + 1;,0
44a55be79c6b4bf7ce5e5ea615abe0c264cb2099,QuickSort.java,AOIS,data[j] = tmp;,data[j] = ++tmp;,0
44cab36fe4ed0af53b5283c8f7685436a76c9e2c,ArrayUtils.java,ROD,} else if (startIndex >= array.length) {,} else if (true) {,0
44cdb210cb5d6f3921e68966aabb7436fc434c79,Triangle.java,LOI,if (trian == 2 && a + c > b) {,if (trian == 2 && a + ~c > b) {,0
44d568f086b4398cc7abbbc0fe9d82ec0c5e8473,Simulator.java,SEOR,boolean nodeExists = false;,boolean nodeExists = true;,0
45072cadd6db7a33fe490a89dd2f80577609b308,Defroster.c,AOIS,if (( We1_BA_DEF_ev_ctr1 >= (( signed short ) 1000 )) && ( confirmation_e == 0 ) && ( ControlElement_DEF == 0 )),if (( We1_BA_DEF_ev_ctr1 >= (( signed short ) 1000 )) && ( confirmation_e == 0 ) && ( ControlElement_DEF++ == 0 )),1
4540e34810a14d3011b6594942212212353aed1e,ArrayUtils.java,CR,"System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);","System.arraycopy(array, startIndexInclusive, subarray, 1, newSize);",0
4578263a9c86666fde3bea464aa9777660001e69,Replace.c,ABSI,"junk = addstr(ENDSTR, &(*sub), &j, MAXPAT);","junk = addstr(abs(ENDSTR), &(*sub), &j, MAXPAT);",1
457cf8c07b501696485ac53a5133d12ea35eaa4b,Triangle.c,ROR,else if(a==b&&b==c),else if(a<=b&&b==c),0
457df1d9182e110aa5f71d965a50f1dd4d25af17,Profit.java,ROR,else if(i<=200000),else if(i<200000),1
4583147148294d1524af059fb1b0b167b2803e58,QuickSort.java,LOI,int upper = last;,int upper = ~last;,0
458908c01a28945847b31980a063f815a8f31829,Triangle.java,ROR,if (trian == 2 && a + c > b) {,if (trian >= 2 && a + c > b) {,0
45b835100e70cad87cf914a0fc430b064ab7cc78,Triangle.java,AOIU,return SCALENE;,return -SCALENE;,0
45ff58a0d4d9ec29591d4fd72c16adafa1484b5c,Profit.c,AOIS,bonus=bonus6+(i-600000)*0.015;,bonus=bonus6+++(i-600000)*0.015;,1
460920c25af18d89e6c820a8028e6efa2a03f972,Triangle.java,AOIS,if (trian == 2 && a + c > b) {,if (trian == 2 && a + c++ > b) {,0
460e893d93c57d48a99876661a93403b2ef64e23,Triangle.java,CR,trian = trian + 2;,trian = trian + 0;,0
461ea9c0010161e46208539dfb531257ce5321d5,ArrayUtils.java,ROR,if (newSize <= 0) {,if (newSize < 0) {,1
46202c3e3f1b8fbd4b870baf428b894625f17827,Defroster.java,ROR,if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e != 0),1
462fe68bf0754877417c149b11c3879ad893b6e3,ArrayUtils.java,AOIU,if (startIndexInclusive < 0) {,if (startIndexInclusive < -1) {,0
46395cfed2048824ad62fd874e209afa9c4c72fa,Defroster.c,AOIS,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 - ( We1_BA_DEF_ev_ctr3 - 1000);,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2++ - ( We1_BA_DEF_ev_ctr3 - 1000);,1
466089ab80ad75bb0a4b5a69617fe45d0e741d7f,Triangle.c,ROR,if(a+b<=c),if(a+b<c),0
46ad17d2989bad1e8b2b965f5be4c8606f92daa6,Replace.c,ABSI,"junk = addstr(ANY, pat, &j, MAXPAT);","junk = addstr(ANY, pat, abs(&j), MAXPAT);",1
4707c7ffd019330d2ec4bb3d00ff2a915579073b,Triangle.java,AOIS,if (a <= 0 || b <= 0 || c <= 0) {,if (++a <= 0 || b <= 0 || c <= 0) {,0
470a8a95e0a2f45564cfaa2f11f80981342ad15f,Triangle.java,ROR,if (trian == 0) {,if (trian >= 0) {,0
474da2b02534490d93711ce12b63dadce2ff911e,Triangle.c,AOIS,else if(a==b||b==c),else if(a==b||b==c++),1
475878251db33fa6bd2e5f7255c9b03be4ce2b5d,Triangle.java,CR,if (trian > 3) {,if (trian > 0) {,0
4761d104dfa6ffd48062b9591cc7d2c2d848cd04,bubble.c,AOIS,a[j]=temp;,a[j]=temp++;,1
4770a8ef698b521301c24f7db1021b8a074ce80d,Triangle.java,ROR,if (trian == 0) {,if (trian != 0) {,0
47712a717fce807d3e42032b69a7c1ee442cb46c,ArrayUtils.java,AOIU,if (startIndexInclusive < 0) {,if (startIndexInclusive < -1) {,0
4779e77012d1d254a3fbfdb502454cce276ee375,QuickSort.java,AOIU,int bound = data[first];,int bound = data[-first];,0
477bd81cebfe28e750088370ab5acd43e63d49d6,Triangle.java,,if (trian == 2 && a + c > b) {,if (false) {,0
4780933c3a9e5fd959f91ed171ed40c85bbf836b,ArrayUtils.java,AOIU,if (newSize <= 0) {,if (newSize <= -1) {,0
478ebfd3302e1caecb2d8884c84afba9b0986af2,Triangle.java,ROR,if (a <= 0 || b <= 0 || c <= 0) {,if (a <= 0 || b < 0 || c <= 0) {,0
47d286c21e73aa2459efeccd106cc16a2e2c7b42,Triangle.java,ROR,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c < b || b + c > a) {,0
47de5e85a17ea10576b07ff258bca73f55dcdb4d,Make.c,SEOR,while (*filename != '\0' && *filename != '.'),while (*filename > '\0' && *filename != '.'),1
47effc2fa4e040c7b1737428c699cb3499fc6b15,Triangle.java,ROR,if (trian == 1 && a + b > c) {,if (trian >= 1 && a + b > c) {,0
47f36e7a385fe06589351dae1d92879b0bd25515,Bisect.java,AOIU,x = (m + x) / 2;,x = (-m + x) / 2;,0
47f9582aa906a9663eba8e12cd3ed8a552610c06,WordUtils.java,AORB,offset = spaceToWrapAt + 1;,offset = spaceToWrapAt % 1;,0
4848c3893f744a0af9077de6bfe4083251e99bd6,XmlFriendlyNameCoder.java,CR,int i = 0;,int i = 1;,0
4849ac8b2bc386109e49f5d83718d31c8ae28b0d,Triangle.java,ROR,if (a == c) {,if (a != c) {,0
485dde379377d3044afad5cf9e87bc1716eece54,Bisect.java,AOIS,diff = x * x - N;,diff = --x * x - N;,0
4865cc6eff38e073229a44bc9c7b14ba4bb6da99,QuickSort.java,AORS,"swap( data, lower++, upper-- );","swap( data, lower--, upper-- );",0
487c7b02e10eca76c733faaacccfe45483055a47,QuickSort.java,AORB,if (upper + 1 < last) {,if (false) {,0
488a499f005d87f360bb1067b24ec297fac5b684,Flex.c,ROR,if ( lastccl == 0 ),if ( lastccl <= 0 ),1
489d6f82dac24735d556c27a8babb8d5940574be,QuickSort.java,AOIS,if (upper + 1 < last) {,if (upper-- + 1 < last) {,0
48ab358139f19f8d0685f6652ac57005b00f697a,ArrayUtils.java,CR,if (entry.length < 2) {,if (entry.length < 0) {,0
48bef138892308d1f139762f2be8476d815b90b0,Calendar.c,AORB,x2 = (year - 1.)/ 100.;,x2 = (year * 1.)/ 100.;,0
48c00781ea3cdea1c077694ebf24dba4957f8187,Triangle.java,LOI,if (a == c) {,if (a == ~c) {,0
48d40ed46734108cc47a1daff1f29c82913ebb88,XmlFriendlyNameCoder.java,ROD,String s = (String)(ref == null ? null : ref.get());,String s = (String)(false ? null : ref.get());,0
48f398c4acae6e76d90e86c2712361c3fdc6b448,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length + 1;,0
490cf317c93c4c04fde51e7dce87fbb6c6c2d7c4,QuickSort.java,AOIS,while (bound < data[upper]) {,while (bound < data[--upper]) {,0
4936d12a28e03b301e2fe39c8eba9cce0ba93291,Triangle.java,ROR,if (a <= 0 || b <= 0 || c <= 0) {,if (a > 0 || b <= 0 || c <= 0) {,0
493b9832c770da60d07429171e6ae3cb62b28316,Replace.c,AOIS,"junk = addstr(escjunk, sub, &j, MAXPAT);","junk = addstr(escjunk++, sub, &j, MAXPAT);",1
49be928bc45040c7c74049c250fd14a92b5224a7,Triangle.java,AOIU,return INVALID;,return -INVALID;,0
49ca9d21df459f8ddaabe2ef533868aed4fcb2f8,Bisect.java,AORB,x = (M + x) / 2;,x = (M + x) + 2;,0
49e48983d381ff6bc947d282b849a947763379b2,Carsimulator.c,AOIS,distance=(int)fdist;,distance=(int)fdist++;,1
49f0707afd167b2b9e6603ae347804a646d401bd,ArrayUtils.java,AOIU,startIndex = array.length - 1;,startIndex = array.length - -1;,0
49f326f902b64d4d0695529aac822ceea96c0cf0,Replace.c,AOIS,"makeres = makesub(arg, 0, ENDSTR, sub);","makeres = makesub(arg++, 0, ENDSTR, sub);",1
4a2e329706de90421ef078ee2e4048005691b655,Triangle.java,AORB,if (a + b < c || a + c < b || b + c < a) {,if (b + c < a) {,0
4a2f8a7986cb8dc48c3619b8d75e45be04623a60,Triangle.java,AOIS,if (trian == 1 && a + b > c) {,if (trian == 1 && ++a + b > c) {,0
4a32d3c48d41d362ed8306341b9d653a3a124e14,ArrayUtils.java,AOIU,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i >= -1; i--) {,0
4a3550eb09c9e29438acb2eebcc5efe823627bc1,Simulator.java,ROR,for (int i = 0; i < nodesList.size(); i++) {,for (int i = 0; i != nodesList.size(); i++) {,0
4a3b07b140e4ae1e5d54e1f571fec314bace120e,Triangle.java,ROR,if (b == c) {,if (b <= c) {,0
4a4c6fb48a5257820a8431e867549c8aa364b231,Triangle.java,ROR,if (trian == 1 && a + b > c) {,if (trian <= 1 && a + b > c) {,1
